title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,revenue,budget,return
Bean,12.799853,6.3,602.0,1997-07-03,1997,Julio,Jueves,251212670.0,18000000.0,13.956259444444445
Hugo Pool,2.44908,5.2,16.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
Mad City,4.909738,5.9,81.0,1997-11-07,1997,Noviembre,Viernes,10541523.0,50000000.0,0.21083046
One Night Stand,2.818802,5.7,24.0,1997-11-14,1997,Noviembre,Viernes,2642983.0,24000000.0,0.11012429166666667
The Tango Lesson,0.192391,6.4,5.0,1997-11-28,1997,Noviembre,Viernes,0.0,0.0,0.0
Welcome to Sarajevo,7.999793,6.5,22.0,1997-05-09,1997,Mayo,Viernes,0.0,0.0,0.0
Deceiver,2.833853,6.6,16.0,1997-08-31,1997,Agosto,Domingo,0.0,0.0,0.0
The Rainmaker,6.683398,6.7,239.0,1997-11-18,1997,Noviembre,Martes,45916769.0,40000000.0,1.147919225
Boogie Nights,7.595679,7.5,812.0,1997-09-11,1997,Septiembre,Jueves,43101594.0,15000000.0,2.8734396
Witness,10.312017,7.0,390.0,1985-02-08,1985,Febrero,Viernes,68706993.0,12000000.0,5.72558275
Incognito,0.961088,6.3,7.0,1997-11-14,1997,Noviembre,Viernes,0.0,0.0,0.0
Starship Troopers,14.412644,6.7,1584.0,1997-11-06,1997,Noviembre,Jueves,121214377.0,105000000.0,1.154422638095238
Critical Care,2.287762,6.1,9.0,1997-10-31,1997,Octubre,Viernes,0.0,0.0,0.0
The Joy Luck Club,3.01386,7.1,34.0,1993-09-08,1993,Septiembre,Miã©rcoles,32861136.0,11000000.0,2.987376
Chairman of the Board,1.422904,2.7,13.0,1998-03-13,1998,Marzo,Viernes,0.0,0.0,0.0
Sliding Doors,9.7866,6.6,363.0,1998-04-23,1998,Abril,Jueves,58000000.0,6000000.0,9.666666666666666
Mortal Kombat: Annihilation,6.532498,3.8,225.0,1997-11-21,1997,Noviembre,Viernes,51376861.0,30000000.0,1.7125620333333333
The Truman Show,13.155901,7.8,4702.0,1998-06-04,1998,Junio,Jueves,264118201.0,60000000.0,4.401970016666667
The Wings of the Dove,3.377578,6.9,34.0,1997-11-07,1997,Noviembre,Viernes,0.0,0.0,0.0
Mrs. Dalloway,1.335544,5.4,7.0,1997-09-01,1997,Septiembre,Lunes,3309421.0,0.0,0.0
"I Love You, I Love You Not",0.380405,5.0,10.0,1996-08-28,1996,Agosto,Miã©rcoles,0.0,0.0,0.0
Red Corner,3.288944,5.9,79.0,1997-10-30,1997,Octubre,Jueves,0.0,48000000.0,0.0
The Jackal,11.131917,6.1,536.0,1997-11-14,1997,Noviembre,Viernes,159330280.0,60000000.0,2.655504666666667
Anastasia,11.911173,7.4,1481.0,1997-11-20,1997,Noviembre,Jueves,139804348.0,53000000.0,2.637817886792453
The Man Who Knew Too Little,4.827771,6.5,126.0,1997-11-14,1997,Noviembre,Viernes,13801755.0,20000000.0,0.69008775
Alien: Resurrection,15.57784,5.9,1388.0,1997-11-12,1997,Noviembre,Miã©rcoles,162000000.0,70000000.0,2.3142857142857145
Alien Escape,0.106499,4.5,2.0,1996-01-01,1996,Enero,Lunes,0.0,1000000.0,0.0
Amistad,2.263584,6.8,324.0,1997-12-03,1997,Diciembre,Miã©rcoles,74000000.0,36000000.0,2.0555555555555554
The Apostle,9.21174,6.1,39.0,1997-10-09,1997,Octubre,Jueves,0.0,5000000.0,0.0
Artemisia,0.989115,6.2,10.0,1997-09-10,1997,Septiembre,Miã©rcoles,0.0,0.0,0.0
Bent,3.546605,6.3,34.0,1997-11-26,1997,Noviembre,Miã©rcoles,0.0,0.0,0.0
Bang,0.679528,6.0,1.0,1995-09-09,1995,Septiembre,Sã¡bado,0.0,0.0,0.0
The Boys,0.530702,5.4,7.0,1997-12-12,1997,Diciembre,Viernes,0.0,0.0,0.0
The Butcher Boy,7.801199,6.7,36.0,1997-07-13,1997,Julio,Domingo,0.0,0.0,0.0
Deconstructing Harry,6.280515,7.3,188.0,1997-08-26,1997,Agosto,Martes,10686841.0,20000000.0,0.53434205
Flubber,7.016942,5.3,707.0,1997-11-26,1997,Noviembre,Miã©rcoles,177977226.0,80000000.0,2.224715325
For Richer or Poorer,8.412203,5.6,43.0,1997-12-11,1997,Diciembre,Jueves,31611225.0,35000000.0,0.9031778571428571
Good Will Hunting,15.064833,7.9,2880.0,1997-12-05,1997,Diciembre,Viernes,225933435.0,10000000.0,22.5933435
Guy,0.60839,6.0,1.0,1997-12-17,1997,Diciembre,Miã©rcoles,0.0,0.0,0.0
Tar,0.001177,0.0,0.0,1997-11-26,1997,Noviembre,Miã©rcoles,0.0,0.0,0.0
Home Alone 3,8.04209,5.1,632.0,1997-12-12,1997,Diciembre,Viernes,79082515.0,32000000.0,2.47132859375
Ill Gotten Gains,0.001178,0.0,0.0,1997-12-05,1997,Diciembre,Viernes,0.0,0.0,0.0
Man of Her Dreams,0.79822,0.0,0.0,1997-11-18,1997,Noviembre,Martes,0.0,0.0,0.0
Midnight in the Garden of Good and Evil,5.145907,6.3,161.0,1997-11-21,1997,Noviembre,Viernes,25105255.0,35000000.0,0.717293
MouseHunt,6.456233,6.2,297.0,1997-12-19,1997,Diciembre,Viernes,122417389.0,38000000.0,3.2215102368421054
Never Met Picasso,0.001746,0.0,0.0,1996-01-01,1996,Enero,Lunes,0.0,0.0,0.0
Office Killer,0.582559,5.0,14.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
Other Voices Other Rooms,0.03668,10.0,1.0,1995-09-15,1995,Septiembre,Viernes,0.0,0.0,0.0
Scream 2,11.264845,6.1,856.0,1997-12-09,1997,Diciembre,Martes,172363301.0,24000000.0,7.181804208333333
Stranger in the House,0.127077,0.0,0.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
The Sweet Hereafter,6.002992,6.8,108.0,1997-05-14,1997,Mayo,Miã©rcoles,3263585.0,5000000.0,0.652717
Time Tracers,0.001247,0.0,0.0,1997-12-16,1997,Diciembre,Martes,0.0,0.0,0.0
Titanic,26.88907,7.5,7770.0,1997-11-18,1997,Noviembre,Martes,1845034188.0,200000000.0,9.22517094
Tomorrow Never Dies,17.159576,6.0,941.0,1997-12-11,1997,Diciembre,Jueves,333011068.0,110000000.0,3.0273733454545453
Twisted,0.516097,4.5,1.0,1996-11-14,1996,Noviembre,Jueves,0.0,0.0,0.0
Full Speed,0.384033,6.6,4.0,1996-09-25,1996,Septiembre,Miã©rcoles,0.0,0.0,0.0
The Education of Little Tree,0.007123,0.0,0.0,1997-12-25,1997,Diciembre,Jueves,0.0,0.0,0.0
The Postman,6.537407,6.1,306.0,1997-12-25,1997,Diciembre,Jueves,17626234.0,80000000.0,0.220327925
The Horse Whisperer,7.685548,6.7,296.0,1998-05-14,1998,Mayo,Jueves,186883563.0,60000000.0,3.11472605
The Winter Guest,0.923637,6.9,10.0,1997-12-27,1997,Diciembre,Sã¡bado,0.0,0.0,0.0
Jackie Brown,16.415498,7.3,1580.0,1997-12-24,1997,Diciembre,Miã©rcoles,39673162.0,12000000.0,3.306096833333333
Kundun,5.01752,6.8,92.0,1997-12-25,1997,Diciembre,Jueves,5684789.0,28000000.0,0.20302817857142857
Mr. Magoo,9.474269,3.9,75.0,1997-12-25,1997,Diciembre,Jueves,0.0,30000000.0,0.0
The Big Lebowski,15.952524,7.8,3001.0,1998-03-06,1998,Marzo,Viernes,46189568.0,15000000.0,3.0793045333333335
Afterglow,1.426289,7.2,5.0,1997-12-26,1997,Diciembre,Viernes,2465960.0,0.0,0.0
My Life in Pink,3.237812,7.2,28.0,1997-05-28,1997,Mayo,Miã©rcoles,0.0,0.0,0.0
Great Expectations,9.941228,6.4,131.0,1998-01-19,1998,Enero,Lunes,55494066.0,25000000.0,2.21976264
3 Ninjas: High Noon at Mega Mountain,3.014082,3.9,38.0,1998-04-10,1998,Abril,Viernes,0.0,0.0,0.0
Men of Means,0.022078,0.0,0.0,1999-05-25,1999,Mayo,Martes,0.0,0.0,0.0
Caught Up,5.824019,4.3,4.0,1998-02-27,1998,Febrero,Viernes,0.0,0.0,0.0
Arguing the World,0.001188,0.0,0.0,1998-01-07,1998,Enero,Miã©rcoles,0.0,0.0,0.0
Firestorm,1.537212,4.7,17.0,1998-01-08,1998,Enero,Jueves,0.0,19000000.0,0.0
Senseless,6.253164,5.8,76.0,1998-02-20,1998,Febrero,Viernes,13035599.0,0.0,0.0
Wag the Dog,7.603652,6.7,273.0,1997-12-25,1997,Diciembre,Jueves,64256513.0,15000000.0,4.283767533333333
Dark City,12.851984,7.2,838.0,1998-02-27,1998,Febrero,Viernes,27200316.0,27000000.0,1.007419111111111
The Leading Man,0.004686,0.0,0.0,1996-12-12,1996,Diciembre,Jueves,0.0,0.0,0.0
Star Kid,1.079117,4.9,16.0,1997-01-16,1997,Enero,Jueves,7.0,0.0,0.0
Hard Rain,6.363405,5.5,181.0,1998-01-16,1998,Enero,Viernes,19870567.0,70000000.0,0.2838652428571429
Half Baked,7.022548,6.4,179.0,1998-01-16,1998,Enero,Viernes,17460020.0,8000000.0,2.1825025
Fallen,6.381612,6.6,346.0,1998-01-16,1998,Enero,Viernes,25232289.0,0.0,0.0
Shooting Fish,1.631288,7.0,23.0,1997-08-22,1997,Agosto,Viernes,302204.0,3000000.0,0.10073466666666667
The Prophecy II,7.747663,5.9,49.0,1998-01-20,1998,Enero,Martes,0.0,0.0,0.0
Fallen Angels,5.470351,7.7,113.0,1995-09-06,1995,Septiembre,Miã©rcoles,0.0,0.0,0.0
Four Days in September,1.791965,7.3,22.0,1997-05-01,1997,Mayo,Jueves,310724.0,0.0,0.0
Spice World,4.257516,4.7,124.0,1997-12-19,1997,Diciembre,Viernes,100000000.0,25000000.0,4.0
Deep Rising,6.922458,6.0,155.0,1998-01-30,1998,Enero,Viernes,11203026.0,45000000.0,0.24895613333333333
Tainted,0.076396,5.5,2.0,1998-05-18,1998,Mayo,Lunes,0.0,0.0,0.0
A Letter from Death Row,0.152449,2.0,1.0,1998-11-17,1998,Noviembre,Martes,0.0,0.0,0.0
Music from Another Room,1.131018,5.7,14.0,1998-04-24,1998,Abril,Viernes,0.0,0.0,0.0
Mother and Son,1.046963,7.6,14.0,1997-02-20,1997,Febrero,Jueves,0.0,0.0,0.0
The Replacement Killers,9.384887,6.0,128.0,1998-02-06,1998,Febrero,Viernes,19204929.0,30000000.0,0.6401643
B. Monkey,2.399824,5.8,14.0,1998-11-07,1998,Noviembre,Sã¡bado,0.0,0.0,0.0
The Night Flier,7.146514,5.7,60.0,1997-04-30,1997,Abril,Miã©rcoles,91549.0,1000000.0,0.091549
Blues Brothers 2000,13.162168,5.2,166.0,1998-02-05,1998,Febrero,Jueves,14051384.0,28000000.0,0.5018351428571428
Tokyo Fist,1.673946,6.6,29.0,1995-01-01,1995,Enero,Domingo,0.0,0.0,0.0
Ride,0.987366,6.8,4.0,1998-03-27,1998,Marzo,Viernes,0.0,0.0,0.0
The Wedding Singer,8.884035,6.5,603.0,1998-02-13,1998,Febrero,Viernes,123306987.0,18000000.0,6.850388166666667
Sphere,7.124735,5.8,483.0,1998-02-13,1998,Febrero,Viernes,13100000.0,75000000.0,0.17466666666666666
Ayn Rand: A Sense of Life,0.13785,7.2,3.0,1998-02-13,1998,Febrero,Viernes,0.0,0.0,0.0
A Further Gesture,0.814147,0.0,0.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
Little City,0.036814,6.0,1.0,1997-04-04,1997,Abril,Viernes,0.0,0.0,0.0
Palmetto,4.475177,5.7,29.0,1998-02-20,1998,Febrero,Viernes,0.0,0.0,0.0
As Good as It Gets,9.374049,7.2,946.0,1997-12-19,1997,Diciembre,Viernes,314178011.0,50000000.0,6.28356022
King of New York,11.230031,6.5,130.0,1990-07-18,1990,Julio,Miã©rcoles,2554476.0,1000000.0,2.554476
A Paralyzing Fear: The Story of Polio in America,0.001188,0.0,0.0,1998-03-04,1998,Marzo,Miã©rcoles,0.0,0.0,0.0
Men with Guns,0.004075,0.0,0.0,1998-03-06,1998,Marzo,Viernes,0.0,0.0,0.0
Twilight,9.468224,6.1,36.0,1998-03-06,1998,Marzo,Viernes,0.0,0.0,0.0
U.S. Marshals,8.462364,6.2,383.0,1998-03-06,1998,Marzo,Viernes,102367405.0,60000000.0,1.7061234166666666
Welcome to Woop Woop,0.569827,6.4,7.0,1998-08-13,1998,Agosto,Jueves,0.0,0.0,0.0
Love and Death on Long Island,0.785094,6.9,11.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
Midaq Alley,3.304718,6.4,12.0,1995-05-05,1995,Mayo,Viernes,0.0,0.0,0.0
In God's Hands,0.327559,5.0,1.0,1998-04-24,1998,Abril,Viernes,0.0,0.0,0.0
Everest,2.096835,6.3,20.0,1998-03-06,1998,Marzo,Viernes,76447420.0,0.0,0.0
Hush,8.753233,5.9,44.0,1998-03-06,1998,Marzo,Viernes,0.0,0.0,0.0
Suicide Kings,9.262719,6.7,86.0,1997-09-06,1997,Septiembre,Sã¡bado,0.0,0.0,0.0
The Man in the Iron Mask,7.960605,6.3,1052.0,1998-03-12,1998,Marzo,Jueves,0.0,0.0,0.0
The Newton Boys,2.917013,5.9,44.0,1998-03-26,1998,Marzo,Jueves,76000000.0,27000000.0,2.814814814814815
Wild Things,13.924623,6.3,454.0,1998-03-20,1998,Marzo,Viernes,67200000.0,20000000.0,3.36
Paulie,3.913118,6.0,83.0,1998-04-17,1998,Abril,Viernes,0.0,0.0,0.0
"A Cool, Dry Place",0.837313,5.6,7.0,1998-01-29,1998,Enero,Jueves,0.0,0.0,0.0
Fireworks,5.044722,7.6,118.0,1997-09-03,1997,Septiembre,Miã©rcoles,0.0,0.0,0.0
Primary Colors,8.455425,6.1,97.0,1998-03-20,1998,Marzo,Viernes,0.0,65000000.0,0.0
"Niagara, Niagara",0.782772,7.7,9.0,1997-08-30,1997,Agosto,Sã¡bado,168462.0,0.0,0.0
Wide Awake,2.976537,5.2,12.0,1998-03-20,1998,Marzo,Viernes,0.0,6000000.0,0.0
A Price Above Rubies,2.783205,5.9,6.0,1998-03-26,1998,Marzo,Jueves,1081957.0,0.0,0.0
Eden,0.555276,6.0,1.0,1996-01-01,1996,Enero,Lunes,0.0,0.0,0.0
Two Girls and a Guy,4.967667,5.4,25.0,1997-09-07,1997,Septiembre,Domingo,2057193.0,1000000.0,2.057193
No Looking Back,0.77403,5.8,4.0,1998-03-27,1998,Marzo,Viernes,0.0,0.0,0.0
Storefront Hitchcock,0.036965,7.0,1.0,1998-03-27,1998,Marzo,Viernes,0.0,0.0,0.0
The Proposition,2.57622,5.8,5.0,1998-03-26,1998,Marzo,Jueves,0.0,147773.0,0.0
The Object of My Affection,6.715856,5.6,75.0,1998-04-17,1998,Abril,Viernes,46905889.0,15000000.0,3.1270592666666666
Meet the Deedles,7.336354,4.1,19.0,1998-03-27,1998,Marzo,Viernes,4562146.0,24000000.0,0.19008941666666668
Homegrown,1.840984,5.5,16.0,1998-01-01,1998,Enero,Jueves,271375.0,0.0,0.0
The Players Club,5.519679,6.2,15.0,1998-04-08,1998,Abril,Miã©rcoles,0.0,0.0,0.0
Barney's Great Adventure,1.197711,2.9,8.0,1998-01-01,1998,Enero,Jueves,0.0,0.0,0.0
The Big One,2.238505,6.2,24.0,1997-09-06,1997,Septiembre,Sã¡bado,720074.0,0.0,0.0
Chinese Box,1.543766,5.8,9.0,1997-09-04,1997,Septiembre,Jueves,0.0,0.0,0.0
Lost in Space,12.000579,5.0,395.0,1998-04-03,1998,Abril,Viernes,136159423.0,80000000.0,1.7019927875
Heaven's Burning,0.467352,5.1,5.0,1997-09-04,1997,Septiembre,Jueves,0.0,0.0,0.0
Mercury Rising,6.644644,6.0,374.0,1998-04-03,1998,Abril,Viernes,0.0,60000000.0,0.0
The Spanish Prisoner,4.305735,7.1,74.0,1997-09-08,1997,Septiembre,Lunes,13835130.0,10000000.0,1.383513
City of Angels,8.228219,6.5,537.0,1998-04-10,1998,Abril,Viernes,198685114.0,55000000.0,3.612456618181818
The Last Days of Disco,8.666763,6.8,50.0,1998-05-29,1998,Mayo,Viernes,0.0,8000000.0,0.0
The Odd Couple II,2.196028,6.1,28.0,1998-04-09,1998,Abril,Jueves,0.0,0.0,0.0
My Giant,6.422711,5.1,33.0,1998-04-10,1998,Abril,Viernes,7985929.0,0.0,0.0
He Got Game,13.06943,6.7,140.0,1998-05-01,1998,Mayo,Viernes,21567853.0,25000000.0,0.86271412
The Gingerbread Man,7.883472,5.7,37.0,1998-01-23,1998,Enero,Viernes,0.0,0.0,0.0
Illtown,0.141163,5.0,1.0,1996-07-09,1996,Julio,Martes,0.0,0.0,0.0
Slappy and the Stinkers,0.920655,5.6,16.0,1998-01-23,1998,Enero,Viernes,0.0,0.0,0.0
Live Flesh,6.715019,7.2,89.0,1997-10-28,1997,Octubre,Martes,1535558.0,0.0,0.0
Zero Effect,3.621052,6.0,56.0,1998-01-30,1998,Enero,Viernes,1980338.0,5000000.0,0.3960676
Nil by Mouth,3.035339,7.1,35.0,1997-05-08,1997,Mayo,Jueves,0.0,9000000.0,0.0
Ratchet,0.001223,0.0,0.0,1996-09-12,1996,Septiembre,Jueves,0.0,0.0,0.0
The Borrowers,14.924667,5.8,136.0,1997-12-05,1997,Diciembre,Viernes,0.0,29000000.0,0.0
Prince Valiant,1.74053,4.7,10.0,1997-07-24,1997,Julio,Jueves,0.0,0.0,0.0
"I Love You, Don't Touch Me!",0.090048,6.0,1.0,1997-01-21,1997,Enero,Martes,0.0,0.0,0.0
Leather Jacket Love Story,0.488656,9.0,2.0,1998-02-20,1998,Febrero,Viernes,0.0,67000.0,0.0
Love Walked In,0.376985,6.0,1.0,1997-01-18,1997,Enero,Sã¡bado,0.0,0.0,0.0
"An Alan Smithee Film: Burn, Hollywood, Burn",1.453096,3.0,9.0,1998-02-20,1998,Febrero,Viernes,45779.0,10000000.0,0.0045779
Kissing a Fool,9.275956,5.9,16.0,1998-02-27,1998,Febrero,Viernes,0.0,0.0,0.0
Krippendorf's Tribe,3.177318,4.3,28.0,1998-02-27,1998,Febrero,Viernes,0.0,0.0,0.0
Kurt & Courtney,1.362407,5.9,30.0,1998-02-27,1998,Febrero,Viernes,0.0,0.0,0.0
The Real Blonde,2.520458,5.5,13.0,1997-09-14,1997,Septiembre,Domingo,0.0,0.0,0.0
Mr. Nice Guy,6.183021,6.2,129.0,1997-01-31,1997,Enero,Viernes,18814720.0,12716953.0,1.479499059247919
Taste of Cherry,7.894941,7.1,78.0,1997-09-28,1997,Septiembre,Domingo,0.0,0.0,0.0
Character,1.221677,7.7,25.0,1997-04-17,1997,Abril,Jueves,0.0,4500000.0,0.0
Junk Mail,0.336763,5.7,6.0,1997-02-21,1997,Febrero,Viernes,0.0,0.0,0.0
Species II,13.495247,4.5,161.0,1998-04-10,1998,Abril,Viernes,19165560.0,35000000.0,0.5475874285714286
Major League: Back to the Minors,8.207548,4.3,20.0,1998-04-17,1998,Abril,Viernes,3572443.0,0.0,0.0
Sour Grapes,1.684341,5.9,9.0,1998-01-01,1998,Enero,Jueves,0.0,0.0,0.0
Wild Man Blues,0.312753,6.2,5.0,1997-01-16,1997,Enero,Jueves,425788.0,0.0,0.0
The Big Hit,5.975082,6.1,112.0,1998-04-24,1998,Abril,Viernes,27007143.0,13000000.0,2.0774725384615387
Tarzan and the Lost City,0.740462,3.3,10.0,1998-04-24,1998,Abril,Viernes,0.0,0.0,0.0
Black Dog,4.4467,5.2,45.0,1998-05-01,1998,Mayo,Viernes,0.0,0.0,0.0
"Dancer, Texas Pop. 81",0.567444,10.0,1.0,1998-05-01,1998,Mayo,Viernes,565592.0,0.0,0.0
A Friend of the Deceased,0.117304,5.0,3.0,1997-09-10,1997,Septiembre,Miã©rcoles,0.0,0.0,0.0
Go Now,0.153884,0.0,0.0,1995-09-16,1995,Septiembre,Sã¡bado,0.0,0.0,0.0
Les Misérables,12.238488,7.1,157.0,1998-05-01,1998,Mayo,Viernes,14096321.0,0.0,0.0
Still Breathing,1.161851,5.2,9.0,1997-09-01,1997,Septiembre,Lunes,0.0,0.0,0.0
Clockwatchers,1.885671,5.6,13.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
Deep Impact,11.644633,5.9,870.0,1998-05-08,1998,Mayo,Viernes,140464664.0,75000000.0,1.8728621866666666
Little Men,0.004228,0.0,0.0,1998-05-08,1998,Mayo,Viernes,0.0,0.0,0.0
Woo,2.326115,5.5,10.0,1998-05-08,1998,Mayo,Viernes,8026971.0,13000000.0,0.6174593076923077
The Hanging Garden,0.437883,5.7,9.0,1997-01-01,1997,Enero,Miã©rcoles,0.0,0.0,0.0
Lawn Dogs,4.255263,7.3,32.0,1997-11-21,1997,Noviembre,Viernes,0.0,7000000.0,0.0
Quest for Camelot,13.02535,6.9,193.0,1998-05-15,1998,Mayo,Viernes,38172500.0,40000000.0,0.9543125
Godzilla,11.295121,5.3,1075.0,1998-05-20,1998,Mayo,Miã©rcoles,379014294.0,130000000.0,2.9154945692307694
Bulworth,3.385342,6.3,66.0,1998-05-15,1998,Mayo,Viernes,29202884.0,30000000.0,0.9734294666666666
Fear and Loathing in Las Vegas,9.220346,7.2,1321.0,1998-05-22,1998,Mayo,Viernes,10680275.0,18500000.0,0.5773121621621622
The Opposite of Sex,14.734622,5.9,56.0,1998-05-22,1998,Mayo,Viernes,5879254.0,5000000.0,1.1758508
I Got the Hook Up,0.993716,5.4,8.0,1998-05-27,1998,Mayo,Miã©rcoles,0.0,0.0,0.0
Almost Heroes,8.92689,5.5,57.0,1998-05-29,1998,Mayo,Viernes,0.0,0.0,0.0
Hope Floats,6.54478,5.8,82.0,1998-05-29,1998,Mayo,Viernes,0.0,0.0,0.0
Insomnia,3.722295,6.6,55.0,1997-03-14,1997,Marzo,Viernes,0.0,0.0,0.0
Little Boy Blue,1.40335,7.4,3.0,1997-06-01,1997,Junio,Domingo,0.0,0.0,0.0
The Ugly,0.774609,5.9,14.0,1997-08-26,1997,Agosto,Martes,0.0,0.0,0.0
A Perfect Murder,9.430812,6.3,320.0,1998-06-05,1998,Junio,Viernes,128038368.0,60000000.0,2.1339728
Beyond Silence,1.923957,6.5,12.0,1996-12-18,1996,Diciembre,Miã©rcoles,0.0,0.0,0.0
Six Days Seven Nights,18.324219,5.6,343.0,1998-06-12,1998,Junio,Viernes,164000000.0,70000000.0,2.342857142857143
Can't Hardly Wait,6.426937,6.1,122.0,1998-06-12,1998,Junio,Viernes,25605015.0,10000000.0,2.5605015
Cousin Bette,1.304145,5.9,10.0,1998-06-12,1998,Junio,Viernes,0.0,0.0,0.0
High Art,7.601439,6.3,32.0,1998-06-12,1998,Junio,Viernes,1929168.0,0.0,0.0
The Land Girls,1.514441,7.0,3.0,1998-09-25,1998,Septiembre,Viernes,0.0,0.0,0.0
Passion in the Desert,0.396851,5.8,5.0,1997-08-31,1997,Agosto,Domingo,0.0,0.0,0.0
Children of Heaven,7.523517,7.8,113.0,1997-08-01,1997,Agosto,Viernes,900000.0,180000.0,5.0
Dear Jesse,0.001354,0.0,0.0,1998-10-10,1998,Octubre,Sã¡bado,0.0,0.0,0.0
Dream for an Insomniac,5.540427,6.1,12.0,1996-04-18,1996,Abril,Jueves,24.0,0.0,0.0
Hav Plenty,0.017501,0.0,0.0,1997-09-11,1997,Septiembre,Jueves,0.0,0.0,0.0
Henry Fool,1.786768,6.9,29.0,1997-09-07,1997,Septiembre,Domingo,1334786.0,0.0,0.0
Marie from the Bay of Angels,0.171616,4.0,3.0,1998-06-19,1998,Junio,Viernes,0.0,0.0,0.0
Mr. Jealousy,0.728872,6.1,10.0,1997-09-11,1997,Septiembre,Jueves,0.0,0.0,0.0
Mulan,21.180857,7.6,2089.0,1998-06-18,1998,Junio,Jueves,304320254.0,90000000.0,3.3813361555555557
Resurrection Man,0.543985,7.0,2.0,1998-02-13,1998,Febrero,Viernes,0.0,0.0,0.0
The X Files,12.311615,6.6,494.0,1998-06-19,1998,Junio,Viernes,189198313.0,66000000.0,2.866641106060606
I Went Down,0.559621,6.5,2.0,1997-10-03,1997,Octubre,Viernes,0.0,0.0,0.0
Doctor Dolittle,9.439079,5.4,705.0,1998-06-22,1998,Junio,Lunes,294456605.0,71000000.0,4.147276126760564
Out of Sight,7.349812,6.5,338.0,1998-06-26,1998,Junio,Viernes,77745568.0,48000000.0,1.6196993333333334
Picnic at Hanging Rock,6.811264,7.1,156.0,1975-09-02,1975,Septiembre,Martes,0.0,0.0,0.0
Smoke Signals,2.270828,6.7,25.0,1998-01-16,1998,Enero,Viernes,0.0,0.0,0.0
Voyage to the Beginning of the World,1.536254,6.0,5.0,1997-05-05,1997,Mayo,Lunes,0.0,0.0,0.0
Buffalo '66,9.167761,7.2,172.0,1998-01-20,1998,Enero,Martes,2375097.0,1500000.0,1.583398
Armageddon,13.235112,6.5,2540.0,1998-07-01,1998,Julio,Miã©rcoles,553799566.0,140000000.0,3.9557111857142857
Lethal Weapon 4,14.470551,6.3,782.0,1998-07-10,1998,Julio,Viernes,285444603.0,140000000.0,2.0388900214285712
Madeline,2.847458,5.1,46.0,1998-07-10,1998,Julio,Viernes,0.0,0.0,0.0
Small Soldiers,10.03936,6.2,522.0,1998-07-10,1998,Julio,Viernes,54682547.0,40000000.0,1.367063675
Pi,10.621362,7.1,600.0,1998-07-10,1998,Julio,Viernes,3221152.0,60000.0,53.68586666666667
Whatever,0.291914,8.3,2.0,1998-07-10,1998,Julio,Viernes,0.0,0.0,0.0
There's Something About Mary,11.688958,6.5,1616.0,1998-07-15,1998,Julio,Miã©rcoles,369884651.0,23000000.0,16.08194134782609
Plan 9 from Outer Space,8.084953,4.4,137.0,1959-07-22,1959,Julio,Miã©rcoles,0.0,60000.0,0.0
Wings,8.545698,7.0,59.0,1927-08-12,1927,Agosto,Viernes,0.0,2000000.0,0.0
The Broadway Melody,0.758012,5.0,20.0,1929-02-08,1929,Febrero,Viernes,4358000.0,379000.0,11.49868073878628
All Quiet on the Western Front,15.235056,7.5,166.0,1930-04-29,1930,Abril,Martes,0.0,1250000.0,0.0
Cimarron,1.133556,5.1,22.0,1931-02-09,1931,Febrero,Lunes,0.0,0.0,0.0
Grand Hotel,11.118844,6.5,67.0,1932-05-25,1932,Mayo,Miã©rcoles,2594000.0,700000.0,3.7057142857142855
Cavalcade,1.196324,4.6,17.0,1933-02-08,1933,Febrero,Miã©rcoles,7630000.0,1180280.0,6.46456772969126
Mutiny on the Bounty,7.135215,7.1,72.0,1935-11-08,1935,Noviembre,Viernes,4460000.0,1950000.0,2.287179487179487
The Great Ziegfeld,0.715129,6.2,19.0,1936-04-08,1936,Abril,Miã©rcoles,0.0,0.0,0.0
The Life of Emile Zola,1.142535,6.6,19.0,1937-10-02,1937,Octubre,Sã¡bado,0.0,0.0,0.0
You Can't Take It With You,4.370592,7.2,79.0,1938-08-23,1938,Agosto,Martes,7433101.0,1644736.0,4.5193277218957935
How Green Was My Valley,9.058578,6.9,76.0,1941-10-28,1941,Octubre,Martes,6000000.0,1250000.0,4.8
Mrs. Miniver,3.306745,6.7,47.0,1942-06-04,1942,Junio,Jueves,13500000.0,1344000.0,10.044642857142858
Going My Way,5.682778,6.9,37.0,1944-05-15,1944,Mayo,Lunes,16300000.0,0.0,0.0
The Lost Weekend,8.731331,7.4,115.0,1945-11-25,1945,Noviembre,Domingo,11000000.0,1250000.0,8.8
The Best Years of Our Lives,6.069343,7.6,148.0,1946-12-25,1946,Diciembre,Miã©rcoles,23650000.0,2100000.0,11.261904761904763
Gentleman's Agreement,6.857318,6.8,48.0,1947-11-11,1947,Noviembre,Martes,7800000.0,2000000.0,3.9
