title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,lowercase_title
Green Zone,11.174041,6.4,730.0,2010-03-11,2010,Marzo,Jueves,green zone
The Call of the Wild,1.061454,6.0,13.0,1935-08-09,1935,Agosto,Viernes,the call of the wild
44 Inch Chest,2.237262,6.0,37.0,2009-10-08,2009,Octubre,Jueves,44 inch chest
The Fall of the Roman Empire,2.824367,6.0,34.0,1964-03-24,1964,Marzo,Martes,the fall of the roman empire
Ajami,3.892393,6.8,27.0,2009-09-17,2009,Septiembre,Jueves,ajami
From Paris with Love,6.885593,6.2,684.0,2010-02-05,2010,Febrero,Viernes,from paris with love
Strategic Air Command,0.332145,6.1,8.0,1955-07-12,1955,Julio,Martes,strategic air command
The Boy Friend,0.543395,6.7,3.0,1971-12-16,1971,Diciembre,Jueves,the boy friend
Road Trip: Beer Pong,4.004323,5.3,63.0,2009-08-11,2009,Agosto,Martes,road trip: beer pong
Zone of the Dead,1.770765,4.7,19.0,2009-02-22,2009,Febrero,Domingo,zone of the dead
Dorian Gray,11.069608,5.8,588.0,2009-09-09,2009,Septiembre,Miércoles,dorian gray
That Sinking Feeling,0.994335,6.9,9.0,1980-10-01,1980,Octubre,Miércoles,that sinking feeling
Taras Bulba,1.308651,6.5,15.0,1962-11-21,1962,Noviembre,Miércoles,taras bulba
Greenberg,8.509231,6.0,163.0,2010-03-26,2010,Marzo,Viernes,greenberg
Two-Minute Warning,1.712445,6.3,24.0,1976-11-12,1976,Noviembre,Viernes,two-minute warning
Brooklyn's Finest,12.50422,6.2,296.0,2009-01-16,2009,Enero,Viernes,brooklyn's finest
She's Out of My League,8.101247,5.9,544.0,2010-03-11,2010,Marzo,Jueves,she's out of my league
Harry Brown,7.478206,6.7,351.0,2009-11-11,2009,Noviembre,Miércoles,harry brown
The Dead Outside,1.302258,3.5,13.0,2008-01-01,2008,Enero,Martes,the dead outside
The Mysteries of Pittsburgh,5.910208,3.6,10.0,2008-01-20,2008,Enero,Domingo,the mysteries of pittsburgh
Never Forever,0.589948,5.1,7.0,2007-01-18,2007,Enero,Jueves,never forever
Remember Me,8.307719,6.9,980.0,2010-03-12,2010,Marzo,Viernes,remember me
Failan,1.806613,7.0,26.0,2001-04-28,2001,Abril,Sábado,failan
Teenage Caveman,3.553427,3.4,21.0,2002-04-03,2002,Abril,Miércoles,teenage caveman
The Night Stalker,4.496482,7.1,23.0,1972-01-11,1972,Enero,Martes,the night stalker
Skeleton Crew,0.980721,4.1,11.0,2009-01-01,2009,Enero,Jueves,skeleton crew
The Cool World,0.693882,4.3,3.0,1963-01-01,1963,Enero,Martes,the cool world
Posse,2.113993,5.3,23.0,1993-05-14,1993,Mayo,Viernes,posse
Joy Ride 2: Dead Ahead,4.084162,5.2,60.0,2008-10-07,2008,Octubre,Martes,joy ride 2: dead ahead
Vinyan,3.147644,4.6,31.0,2008-08-30,2008,Agosto,Sábado,vinyan
The Burrowers,5.59423,5.4,58.0,2008-09-09,2008,Septiembre,Martes,the burrowers
The Last Deadly Mission,6.33835,6.1,40.0,2007-01-01,2007,Enero,Lunes,the last deadly mission
Frozen,10.245682,5.9,586.0,2010-02-05,2010,Febrero,Viernes,frozen
Torrid Zone,0.154237,8.0,1.0,1940-05-25,1940,Mayo,Sábado,torrid zone
ZMD: Zombies of Mass Destruction,1.425986,4.7,31.0,2009-01-01,2009,Enero,Jueves,zmd: zombies of mass destruction
The Carter,0.222757,6.9,4.0,2009-01-01,2009,Enero,Jueves,the carter
Lupin the Third: Sweet Lost Night,0.513825,5.7,6.0,2008-07-25,2008,Julio,Viernes,lupin the third: sweet lost night
Blade of the Ripper,1.660014,7.7,17.0,1971-01-15,1971,Enero,Viernes,blade of the ripper
Generation X,1.916293,4.0,15.0,1996-12-20,1996,Diciembre,Viernes,generation x
Girl of Finland,0.041718,8.0,1.0,1967-12-01,1967,Diciembre,Viernes,girl of finland
The Devil's Eye,1.41737,6.4,13.0,1960-10-17,1960,Octubre,Lunes,the devil's eye
Survival of the Dead,9.159799,4.7,118.0,2010-05-06,2010,Mayo,Jueves,survival of the dead
The Way You Wanted Me,0.27606,7.0,2.0,1944-10-15,1944,Octubre,Domingo,the way you wanted me
"Skin, Skin",0.223436,4.5,2.0,1966-10-20,1966,Octubre,Jueves,"skin, skin"
Nine Dead,9.711183,5.1,85.0,2010-01-01,2010,Enero,Viernes,nine dead
Will Ferrell: You're Welcome America - A Final Night with George W. Bush,1.84991,6.6,12.0,2009-03-14,2009,Marzo,Sábado,will ferrell: you're welcome america - a final night with george w. bush
Invisible Stripes,1.250248,6.5,2.0,1939-12-30,1939,Diciembre,Sábado,invisible stripes
Little Ashes,3.396498,6.1,44.0,2008-10-06,2008,Octubre,Lunes,little ashes
Our Family Wedding,8.204894,5.7,40.0,2010-03-12,2010,Marzo,Viernes,our family wedding
The Bounty Hunter,6.715263,5.6,878.0,2010-03-16,2010,Marzo,Martes,the bounty hunter
Dead Man Running,2.735297,6.2,25.0,2009-01-01,2009,Enero,Jueves,dead man running
Leaves of Grass,9.954095,5.9,143.0,2009-09-13,2009,Septiembre,Domingo,leaves of grass
Women in Trouble,7.052376,5.2,30.0,2009-11-13,2009,Noviembre,Viernes,women in trouble
Afghan Star,0.476791,6.6,5.0,2009-06-26,2009,Junio,Viernes,afghan star
I Was a Communist for the FBI,0.129965,4.5,3.0,1951-05-05,1951,Mayo,Sábado,i was a communist for the fbi
Combat Shock,1.640696,6.4,14.0,1986-05-14,1986,Mayo,Miércoles,combat shock
The Card Player,3.501564,4.7,46.0,2004-01-02,2004,Enero,Viernes,the card player
The Hollywood Revue of 1929,1.182411,4.6,7.0,1929-11-23,1929,Noviembre,Sábado,the hollywood revue of 1929
Haunted Echoes,0.381248,4.3,5.0,2008-11-20,2008,Noviembre,Jueves,haunted echoes
Possession,6.253597,5.2,35.0,2009-07-16,2009,Julio,Jueves,possession
Deadly Prey,1.737379,5.5,16.0,1987-11-02,1987,Noviembre,Lunes,deadly prey
The Seventh Veil,0.742283,5.2,8.0,1945-10-18,1945,Octubre,Jueves,the seventh veil
Mondo Cane,1.3411,6.6,18.0,1962-03-30,1962,Marzo,Viernes,mondo cane
The Egyptian,10.374608,6.0,11.0,1954-08-25,1954,Agosto,Miércoles,the egyptian
The Egg and I,0.628683,7.1,8.0,1947-05-01,1947,Mayo,Jueves,the egg and i
Brass Monkey,0.1145,5.5,1.0,1948-12-01,1948,Diciembre,Miércoles,brass monkey
The Frightened City,0.219878,6.5,2.0,1961-09-01,1961,Septiembre,Viernes,the frightened city
"Who Are You, Polly Maggoo?",0.16663,7.8,4.0,1966-10-21,1966,Octubre,Viernes,"who are you, polly maggoo?"
North Face,5.260798,7.4,77.0,2008-10-23,2008,Octubre,Jueves,north face
Repo Men,7.502967,6.2,627.0,2010-03-18,2010,Marzo,Jueves,repo men
The Apprenticeship of Duddy Kravitz,0.44984,6.6,5.0,1974-04-11,1974,Abril,Jueves,the apprenticeship of duddy kravitz
The Brothers Karamazov,3.425142,6.8,6.0,1958-02-20,1958,Febrero,Jueves,the brothers karamazov
The Buccaneer,0.720247,5.8,9.0,1958-12-11,1958,Diciembre,Jueves,the buccaneer
Restless Blood,0.071782,5.0,2.0,1946-01-01,1946,Enero,Martes,restless blood
Case 39,9.644085,6.1,580.0,2009-08-13,2009,Agosto,Jueves,case 39
After Last Season,0.156478,2.0,4.0,2009-06-05,2009,Junio,Viernes,after last season
Guest of Cindy Sherman,0.11243,5.0,1.0,2008-04-08,2008,Abril,Martes,guest of cindy sherman
Delhi-6,1.44792,5.6,17.0,2009-02-20,2009,Febrero,Viernes,delhi-6
Oceans,7.785003,7.3,112.0,2009-10-17,2009,Octubre,Sábado,oceans
New York,2.431428,6.3,29.0,2009-06-26,2009,Junio,Viernes,new york
The Slammin' Salmon,3.761656,6.3,54.0,2009-01-01,2009,Enero,Jueves,the slammin' salmon
Your Vice is a Locked Room and Only I Have the Key,2.095122,6.5,21.0,1972-08-04,1972,Agosto,Viernes,your vice is a locked room and only i have the key
Cookers,0.92956,6.0,7.0,2001-04-23,2001,Abril,Lunes,cookers
Hot Tub Time Machine,11.967652,5.9,911.0,2010-03-26,2010,Marzo,Viernes,hot tub time machine
Chloe,10.445867,5.9,514.0,2009-03-25,2009,Marzo,Miércoles,chloe
Blackwoods,0.616008,2.1,8.0,2001-10-25,2001,Octubre,Jueves,blackwoods
Trash,0.293657,4.8,5.0,1970-10-05,1970,Octubre,Lunes,trash
Zift,1.169328,5.2,8.0,2008-06-27,2008,Junio,Viernes,zift
Flesh and the Devil,0.765315,7.9,11.0,1926-12-25,1926,Diciembre,Sábado,flesh and the devil
Mother,5.030112,7.6,192.0,2009-05-28,2009,Mayo,Jueves,mother
How to Train Your Dragon,14.416681,7.5,4319.0,2010-03-05,2010,Marzo,Viernes,how to train your dragon
Tom and Jerry: The Movie,10.978036,5.6,96.0,1992-10-01,1992,Octubre,Jueves,tom and jerry: the movie
About Elly,10.35646,7.3,98.0,2009-02-10,2009,Febrero,Martes,about elly
King and the Clown,2.793366,6.9,37.0,2005-12-29,2005,Diciembre,Jueves,king and the clown
Extreme Movie,9.435287,3.8,45.0,2008-12-05,2008,Diciembre,Viernes,extreme movie
Dark Mirror,2.123997,4.5,13.0,2007-01-01,2007,Enero,Lunes,dark mirror
"You're a Good Man, Charlie Brown",0.013026,5.9,4.0,1985-11-06,1985,Noviembre,Miércoles,"you're a good man, charlie brown"
Universal Soldier: Regeneration,8.226,5.2,114.0,2009-10-01,2009,Octubre,Jueves,universal soldier: regeneration
Bunty Aur Babli,1.27801,6.4,16.0,2005-05-27,2005,Mayo,Viernes,bunty aur babli
The Pearl of Death,1.483085,6.9,16.0,1944-08-01,1944,Agosto,Martes,the pearl of death
Lumière and Company,2.30961,6.9,17.0,1995-01-01,1995,Enero,Domingo,lumière and company
The Bone Man,2.13223,7.4,26.0,2009-02-09,2009,Febrero,Lunes,the bone man
Scar,6.615604,5.2,19.0,2007-05-19,2007,Mayo,Sábado,scar
I Hate Valentine's Day,4.241465,5.0,88.0,2009-06-27,2009,Junio,Sábado,i hate valentine's day
Žižek!,0.719799,6.3,8.0,2005-11-18,2005,Noviembre,Viernes,žižek!
Lupin the Third: Episode 0: First Contact,0.482398,5.9,4.0,2002-07-26,2002,Julio,Viernes,lupin the third: episode 0: first contact
Yuki & Nina,0.113018,5.5,1.0,2009-11-27,2009,Noviembre,Viernes,yuki & nina
Air Doll,4.173112,6.6,53.0,2009-09-26,2009,Septiembre,Sábado,air doll
Main Street,1.134103,7.9,8.0,1956-10-26,1956,Octubre,Viernes,main street
"Come, Sweet Death",1.703002,7.4,19.0,2000-12-22,2000,Diciembre,Viernes,"come, sweet death"
India,1.348347,8.4,17.0,1993-10-07,1993,Octubre,Jueves,india
Micmacs,5.278672,6.8,150.0,2009-10-28,2009,Octubre,Miércoles,micmacs
Clash of the Titans,11.972347,5.6,2280.0,2010-04-01,2010,Abril,Jueves,clash of the titans
Rockabilly Vampire,0.329985,4.0,1.0,1996-10-31,1996,Octubre,Jueves,rockabilly vampire
Miss Météo,0.109838,6.0,1.0,2005-10-09,2005,Octubre,Domingo,miss météo
White Mane,1.413075,6.4,16.0,1953-12-19,1953,Diciembre,Sábado,white mane
Growth,2.660436,5.1,27.0,2010-01-29,2010,Enero,Viernes,growth
The Cremator,2.58383,8.0,39.0,1969-03-14,1969,Marzo,Viernes,the cremator
Defendor,5.600277,6.5,197.0,2009-09-12,2009,Septiembre,Sábado,defendor
Bass Ackwards,0.772541,4.9,5.0,2010-01-23,2010,Enero,Sábado,bass ackwards
One 2 Ka 4,1.838534,5.3,12.0,2001-03-29,2001,Marzo,Jueves,one 2 ka 4
Shakti: The Power,0.451851,5.0,3.0,2002-09-19,2002,Septiembre,Jueves,shakti: the power
Glorious 39,3.353004,5.3,35.0,2009-11-20,2009,Noviembre,Viernes,glorious 39
Kick-Ass,17.26045,7.1,4747.0,2010-03-22,2010,Marzo,Lunes,kick-ass
Varg Veum - Bitter Flowers,1.488763,5.8,6.0,2007-09-28,2007,Septiembre,Viernes,varg veum - bitter flowers
Varg Veum - Fallen Angels,1.458094,6.9,5.0,2008-04-04,2008,Abril,Viernes,varg veum - fallen angels
Chalte Chalte,1.499512,6.2,27.0,2003-06-12,2003,Junio,Jueves,chalte chalte
Five Minutes of Heaven,13.465072,6.6,45.0,2009-01-19,2009,Enero,Lunes,five minutes of heaven
The Hanging Tree,3.931676,5.8,14.0,1959-03-13,1959,Marzo,Viernes,the hanging tree
Cain and Mabel,0.214955,8.0,1.0,1936-09-26,1936,Septiembre,Sábado,cain and mabel
Swastika,0.288698,5.2,3.0,1974-09-01,1974,Septiembre,Domingo,swastika
Karan Arjun,2.193229,6.6,22.0,1995-07-28,1995,Julio,Viernes,karan arjun
Date Night,8.443736,5.9,1148.0,2010-04-08,2010,Abril,Jueves,date night
The Pit and the Pendulum,2.252625,5.7,29.0,1991-06-27,1991,Junio,Jueves,the pit and the pendulum
Kronk's New Groove,7.680092,6.0,233.0,2005-12-05,2005,Diciembre,Lunes,kronk's new groove
Mark of the Devil,1.631239,5.8,21.0,1970-02-19,1970,Febrero,Jueves,mark of the devil
The Brink's Job,7.196137,6.4,9.0,1978-12-08,1978,Diciembre,Viernes,the brink's job
After.Life,9.063797,5.4,253.0,2010-04-09,2010,Abril,Viernes,after.life
Camille,8.776971,6.1,36.0,2008-04-13,2008,Abril,Domingo,camille
The Virgin Queen,0.728698,7.8,4.0,1955-07-22,1955,Julio,Viernes,the virgin queen
The Sheepman,4.544583,6.0,14.0,1958-05-07,1958,Mayo,Miércoles,the sheepman
Sex Positive,0.79658,0.0,0.0,2009-06-12,2009,Junio,Viernes,sex positive
Love's Abiding Joy,1.148336,5.8,12.0,2006-10-06,2006,Octubre,Viernes,love's abiding joy
Spiderman: The Ultimate Villain Showdown,0.362957,5.2,3.0,2002-08-11,2002,Agosto,Domingo,spiderman: the ultimate villain showdown
Terry Fator: Live from Las Vegas,0.387385,3.0,2.0,2009-09-01,2009,Septiembre,Martes,terry fator: live from las vegas
Five Star Final,9.035549,4.2,7.0,1931-09-26,1931,Septiembre,Sábado,five star final
Downloading Nancy,1.961313,5.2,21.0,2008-01-21,2008,Enero,Lunes,downloading nancy
Oneechanbara The Movie,0.613431,5.1,9.0,2008-04-26,2008,Abril,Sábado,oneechanbara the movie
Movie Crazy,0.150713,4.7,3.0,1932-09-23,1932,Septiembre,Viernes,movie crazy
The Oklahoma Kid,0.894215,5.7,5.0,1939-03-11,1939,Marzo,Sábado,the oklahoma kid
Don McKay,2.212466,5.4,21.0,2009-04-24,2009,Abril,Viernes,don mckay
Taqwacore: The Birth of Punk Islam,0.068498,6.0,1.0,2009-11-03,2009,Noviembre,Martes,taqwacore: the birth of punk islam
Grim Reaper,0.275394,2.0,1.0,2007-01-16,2007,Enero,Martes,grim reaper
Steam of Life,0.982331,6.9,11.0,2010-03-26,2010,Marzo,Viernes,steam of life
Mortadelo & Filemon: The Big Adventure,2.415286,5.4,27.0,2003-02-07,2003,Febrero,Viernes,mortadelo & filemon: the big adventure
Angel,3.599876,5.3,45.0,2007-02-17,2007,Febrero,Sábado,angel
American Drug War: The Last White Hope,0.770685,5.8,7.0,2007-01-01,2007,Enero,Lunes,american drug war: the last white hope
The Final,4.010976,5.6,80.0,2010-01-28,2010,Enero,Jueves,the final
Peacock,6.013545,5.9,65.0,2010-04-20,2010,Abril,Martes,peacock
Tillie's Punctured Romance,0.621999,6.6,14.0,1914-11-14,1914,Noviembre,Sábado,tillie's punctured romance
The Runaways,19.42051,6.3,262.0,2010-03-19,2010,Marzo,Viernes,the runaways
Steal This Film II,0.438766,6.3,6.0,2007-12-28,2007,Diciembre,Viernes,steal this film ii
Carne,1.607398,7.0,31.0,1991-05-01,1991,Mayo,Miércoles,carne
Pigsty,1.578564,7.4,24.0,1969-09-28,1969,Septiembre,Domingo,pigsty
Rembrandt's J'Accuse...!,0.58526,8.5,4.0,2008-10-04,2008,Octubre,Sábado,rembrandt's j'accuse...!
The Way I Spent the End of the World,1.459135,5.8,9.0,2006-09-15,2006,Septiembre,Viernes,the way i spent the end of the world
It! The Terror from Beyond Space,1.618275,6.2,27.0,1958-07-31,1958,Julio,Jueves,it! the terror from beyond space
Deep in the Woods,3.037224,3.3,10.0,2000-06-13,2000,Junio,Martes,deep in the woods
Daisy,1.885187,7.0,31.0,2006-03-09,2006,Marzo,Jueves,daisy
Cape No. 7,1.461326,6.5,15.0,2008-08-22,2008,Agosto,Viernes,cape no. 7
The Men Who Tread on the Tiger's Tail,2.137943,6.4,24.0,1945-12-28,1945,Diciembre,Viernes,the men who tread on the tiger's tail
Trench Road,0.044653,7.0,1.0,2004-11-26,2004,Noviembre,Viernes,trench road
Oh Happy Day,0.178514,3.7,3.0,2007-01-01,2007,Enero,Lunes,oh happy day
The Black Waters of Echo's Pond,0.845713,5.1,13.0,2009-01-01,2009,Enero,Jueves,the black waters of echo's pond
The Most Beautiful,1.216724,5.3,7.0,1944-04-13,1944,Abril,Jueves,the most beautiful
Razorback,1.822979,5.6,33.0,1984-04-19,1984,Abril,Jueves,razorback
The Education of Charlie Banks,2.340454,6.0,25.0,2007-01-01,2007,Enero,Lunes,the education of charlie banks
Cooking With Stella,0.466178,6.0,2.0,2010-03-19,2010,Marzo,Viernes,cooking with stella
Until the Light Takes Us,1.580266,6.6,20.0,2008-01-01,2008,Enero,Martes,until the light takes us
Angel of Death,1.938244,5.1,19.0,2009-07-07,2009,Julio,Martes,angel of death
Caesar and Cleopatra,1.057669,6.6,13.0,1945-12-11,1945,Diciembre,Martes,caesar and cleopatra
Reclaim Your Brain,2.529219,6.9,30.0,2007-09-11,2007,Septiembre,Martes,reclaim your brain
When Dinosaurs Ruled the Earth,2.600011,5.1,18.0,1970-10-25,1970,Octubre,Domingo,when dinosaurs ruled the earth
Waking Sleeping Beauty,0.908184,7.4,22.0,2009-09-05,2009,Septiembre,Sábado,waking sleeping beauty
Affinity,1.648107,6.3,6.0,2008-12-28,2008,Diciembre,Domingo,affinity
The Roman Spring of Mrs. Stone,0.943604,7.4,4.0,1961-12-28,1961,Diciembre,Jueves,the roman spring of mrs. stone
Wild China,0.674662,7.1,11.0,2008-01-01,2008,Enero,Martes,wild china
The Case for Christ,0.090474,3.0,1.0,2007-01-01,2007,Enero,Lunes,the case for christ
The Ascent of Money,0.458794,6.1,4.0,2009-01-01,2009,Enero,Jueves,the ascent of money
Hot Millions,3.359214,5.9,7.0,1968-09-19,1968,Septiembre,Jueves,hot millions
Desperate Journey,1.204787,7.0,2.0,1942-09-25,1942,Septiembre,Viernes,desperate journey
Death at a Funeral,10.863441,5.5,248.0,2010-04-15,2010,Abril,Jueves,death at a funeral
Valhalla Rising,8.651468,5.9,323.0,2009-09-04,2009,Septiembre,Viernes,valhalla rising
Sahara,1.634923,6.0,6.0,1983-12-01,1983,Diciembre,Jueves,sahara
Diary of a Wimpy Kid,12.139919,5.9,369.0,2010-03-19,2010,Marzo,Viernes,diary of a wimpy kid
Skin,1.858361,6.8,13.0,2009-07-24,2009,Julio,Viernes,skin
Hum Tumhare Hain Sanam,0.761757,4.8,13.0,2002-05-24,2002,Mayo,Viernes,hum tumhare hain sanam
Out of the Fog,1.096974,5.7,10.0,1941-06-14,1941,Junio,Sábado,out of the fog
The Tender Trap,0.740862,6.1,10.0,1955-11-04,1955,Noviembre,Viernes,the tender trap
The Caddy,0.969886,5.7,10.0,1953-08-10,1953,Agosto,Lunes,the caddy
Hotel Reserve,0.955925,6.3,3.0,1944-06-01,1944,Junio,Jueves,hotel reserve
Hell Is Sold Out,0.063133,6.0,1.0,1951-06-01,1951,Junio,Viernes,hell is sold out
The Union: The Business Behind Getting High,2.058076,7.2,26.0,2007-05-08,2007,Mayo,Martes,the union: the business behind getting high
Decision Before Dawn,1.030026,5.6,12.0,1951-12-21,1951,Diciembre,Viernes,decision before dawn
I Am Love,6.309187,6.9,75.0,2009-09-05,2009,Septiembre,Sábado,i am love
Circle of Eight,2.285697,3.6,21.0,2009-10-27,2009,Octubre,Martes,circle of eight
Ballet Shoes,5.828623,6.3,103.0,2008-08-26,2008,Agosto,Martes,ballet shoes
Disgrace,8.32971,6.0,25.0,2008-09-06,2008,Septiembre,Sábado,disgrace
For the Love of Movies: The Story of American Film Criticism,0.348386,5.0,1.0,2009-03-01,2009,Marzo,Domingo,for the love of movies: the story of american film criticism
Aria,2.267249,6.2,11.0,1987-05-27,1987,Mayo,Miércoles,aria
The Silent Partner,2.745838,6.9,23.0,1978-09-07,1978,Septiembre,Jueves,the silent partner
Normal Adolescent Behavior,1.173129,4.9,7.0,2007-04-27,2007,Abril,Viernes,normal adolescent behavior
Hell,2.142094,6.3,10.0,2005-11-30,2005,Noviembre,Miércoles,hell
LEGO: The Adventures of Clutch Powers,1.605238,5.1,22.0,2010-01-01,2010,Enero,Viernes,lego: the adventures of clutch powers
American Virgin,3.102284,4.6,37.0,2009-10-03,2009,Octubre,Sábado,american virgin
Dogtooth,17.713581,6.9,346.0,2009-06-01,2009,Junio,Lunes,dogtooth
Genova,2.074352,5.4,23.0,2008-01-01,2008,Enero,Martes,genova
City of Life and Death,7.216103,7.6,55.0,2009-04-22,2009,Abril,Miércoles,city of life and death
Scarecrows,2.227278,5.4,37.0,1988-09-28,1988,Septiembre,Miércoles,scarecrows
The Beast,4.080387,5.8,44.0,1975-08-20,1975,Agosto,Miércoles,the beast
Don's Plum,5.339888,6.3,18.0,2001-02-10,2001,Febrero,Sábado,don's plum
Huset vid vägens ände,0.054755,6.0,1.0,2003-01-29,2003,Enero,Miércoles,huset vid vägens ände
The Dunwich Horror,0.431157,2.6,11.0,2009-12-13,2009,Diciembre,Domingo,the dunwich horror
"I Are You, You Am Me",1e-06,5.0,1.0,1982-04-17,1982,Abril,Sábado,"i are you, you am me"
Chizuko's Younger Sister,0.008701,0.0,0.0,1991-05-10,1991,Mayo,Viernes,chizuko's younger sister
As Good As Dead,1.984924,4.9,11.0,2010-01-25,2010,Enero,Lunes,as good as dead
Glory to the Filmmaker!,0.771126,6.2,12.0,2007-06-02,2007,Junio,Sábado,glory to the filmmaker!
Achilles and the Tortoise,1.701458,6.8,21.0,2008-09-20,2008,Septiembre,Sábado,achilles and the tortoise
The Moment After,1.842117,4.5,4.0,1999-07-04,1999,Julio,Domingo,the moment after
Bananas!*,0.502688,5.6,5.0,2009-10-09,2009,Octubre,Viernes,bananas!*
Texas Carnival,0.05277,0.0,0.0,1951-10-05,1951,Octubre,Viernes,texas carnival
The Losers,12.798367,6.2,522.0,2010-04-23,2010,Abril,Viernes,the losers
Tenure,0.85016,6.1,11.0,2009-10-24,2009,Octubre,Sábado,tenure
Panda! Go Panda!,2.213026,6.4,27.0,1972-12-17,1972,Diciembre,Domingo,panda! go panda!
The Last Song,5.541073,7.0,959.0,2010-03-31,2010,Marzo,Miércoles,the last song
Chained Heat,5.105447,4.6,14.0,1983-05-27,1983,Mayo,Viernes,chained heat
Cyrus,10.42001,6.1,135.0,2010-06-18,2010,Junio,Viernes,cyrus
The Human Centipede (First Sequence),12.84585,4.9,528.0,2009-04-26,2009,Abril,Domingo,the human centipede (first sequence)
The Ten Commandments,1.725825,7.0,10.0,1923-11-23,1923,Noviembre,Viernes,the ten commandments
This Is the Army,0.800156,8.3,3.0,1943-08-14,1943,Agosto,Sábado,this is the army
Darkness and Light,0.297027,7.3,3.0,1999-11-26,1999,Noviembre,Viernes,darkness and light
The Best Of Times,0.302673,7.0,3.0,2002-09-20,2002,Septiembre,Viernes,the best of times
Ben,0.37223,4.4,8.0,1972-06-23,1972,Junio,Viernes,ben
Operator 13,0.384003,3.5,2.0,1934-06-08,1934,Junio,Viernes,operator 13
Exit Through the Gift Shop,5.188466,7.6,314.0,2010-01-24,2010,Enero,Domingo,exit through the gift shop
Summer and Smoke,0.669198,5.8,8.0,1961-11-16,1961,Noviembre,Jueves,summer and smoke
Bloody Territories,0.437567,3.8,2.0,1969-07-26,1969,Julio,Sábado,bloody territories
Stray Cat Rock: Sex Hunter,0.60719,6.4,9.0,1970-09-01,1970,Septiembre,Martes,stray cat rock: sex hunter
Julia Sweeney - Letting Go of God,0.357063,8.4,5.0,2008-11-21,2008,Noviembre,Viernes,julia sweeney - letting go of god
